,precision,recall,f1-score,support
NOR,0.8857142857142857,0.9587628865979382,0.9207920792079207,194.0
VAR,0.9550561797752809,0.8762886597938144,0.913978494623656,194.0
accuracy,0.9175257731958762,0.9175257731958762,0.9175257731958762,0.9175257731958762
macro avg,0.9203852327447832,0.9175257731958764,0.9173852869157884,388.0
weighted avg,0.9203852327447833,0.9175257731958762,0.9173852869157884,388.0
