,precision,recall,f1-score,support
NOR,0.8815463960753072,0.9143254762111855,0.8976367867130627,22994.0
VAR,0.911016757757803,0.8771418630947203,0.8937584472558882,22994.0
accuracy,0.895733669652953,0.895733669652953,0.895733669652953,0.895733669652953
macro avg,0.8962815769165551,0.895733669652953,0.8956976169844755,45988.0
weighted avg,0.8962815769165552,0.895733669652953,0.8956976169844755,45988.0
