,precision,recall,f1-score,support
NOR,0.8777646814116342,0.9388209121245829,0.9072667335531032,13485.0
VAR,0.9342472304136447,0.8692621431219874,0.9005838967424709,13485.0
accuracy,0.9040415276232852,0.9040415276232852,0.9040415276232852,0.9040415276232852
macro avg,0.9060059559126394,0.9040415276232852,0.9039253151477871,26970.0
weighted avg,0.9060059559126395,0.9040415276232852,0.9039253151477871,26970.0
