,precision,recall,f1-score,support
NOR,0.7,0.4966216216216216,0.5810276679841897,296.0
VAR,0.6099476439790575,0.7871621621621622,0.687315634218289,296.0
accuracy,0.6418918918918919,0.6418918918918919,0.6418918918918919,0.6418918918918919
macro avg,0.6549738219895287,0.6418918918918919,0.6341716511012394,592.0
weighted avg,0.6549738219895287,0.6418918918918919,0.6341716511012394,592.0
