,precision,recall,f1-score,support
NOR,0.7355623100303952,0.8175675675675675,0.7744,296.0
VAR,0.7946768060836502,0.706081081081081,0.7477638640429339,296.0
accuracy,0.7618243243243243,0.7618243243243243,0.7618243243243243,0.7618243243243243
macro avg,0.7651195580570227,0.7618243243243243,0.761081932021467,592.0
weighted avg,0.7651195580570228,0.7618243243243243,0.761081932021467,592.0
